Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7265967,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_MLE,,,,,,,67.5 [66.5-68.4],67.53510132,66.54131935,68.4044886,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7266291,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,,,,,,,80.7 [80.7-80.8],80.67798392,80.65301035,80.7751991,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7266517,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,2019,SEX_MLE,,,,,,,72.9 [72.2-73.5],72.86801769,72.18751811,73.50013162,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7266518,WHOSIS_000001,COUNTRY,USA,YEAR,AMR,Americas,SEX,2018,SEX_MLE,,,,,,,76.4 [76.4-76.5],76.43795287,76.38872755,76.48717818,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7267523,WHOSIS_000001,COUNTRY,TTO,YEAR,AMR,Americas,SEX,2001,SEX_BTSX,,,,,,,70.6 [70.2-70.9],70.55567603,70.24631181,70.92701903,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7268011,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2007,SEX_MLE,,,,,,,74.6 [74.5-74.7],74.55540856,74.45878257,74.69307333,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7268677,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,76.2 [76.1-76.3],76.16484135,76.14691538,76.25418538,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7269874,WHOSIS_000001,REGION,EUR,YEAR,,,SEX,2009,SEX_BTSX,,,,,,,75.3 [75.2-75.5],75.31619825,75.2243327,75.4680268,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7272204,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2012,SEX_BTSX,,,,,,,72.7 [72.4-73.0],72.68392882,72.44576285,72.96560459,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7274360,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,,,,,,,72.5 [72.2-72.9],72.49134059,72.21968287,72.85594608,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7274782,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,2007,SEX_BTSX,,,,,,,78.7 [78.3-79.1],78.66735579,78.26098597,79.11898268,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7274892,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,2008,SEX_BTSX,,,,,,,55.7 [55.0-56.7],55.69426406,54.97348352,56.73951432,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7274918,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,2002,SEX_FMLE,,,,,,,69.8 [69.4-70.3],69.80016364,69.36527498,70.30722208,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7275067,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2003,SEX_MLE,,,,,,,72.5 [72.4-72.6],72.4833361,72.40619709,72.62429507,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7275575,WHOSIS_000001,COUNTRY,DOM,YEAR,AMR,Americas,SEX,2010,SEX_BTSX,,,,,,,73.8 [73.1-74.6],73.80111624,73.07382581,74.56204914,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7276143,WHOSIS_000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2016,SEX_FMLE,,,,,,,67.4 [66.7-68.1],67.38636778,66.70935622,68.08307419,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7277248,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,2007,SEX_MLE,,,,,,,53.7 [52.8-54.6],53.6781127,52.84855776,54.57105311,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7277496,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,2007,SEX_FMLE,,,,,,,58.0 [57.1-58.9],57.97087346,57.14444737,58.93921609,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7277994,WHOSIS_000001,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2002,SEX_MLE,,,,,,,71.3 [71.3-71.4],71.31903049,71.26308284,71.43853403,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7278480,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,2014,SEX_FMLE,,,,,,,80.0 [79.7-80.4],79.97984687,79.71369025,80.37366204,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7280192,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,2017,SEX_BTSX,,,,,,,64.3 [63.6-65.2],64.31746247,63.55216118,65.22078433,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7280212,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,,,,,,,75.6 [75.3-75.8],75.56605558,75.32704188,75.83943541,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7282182,WHOSIS_000001,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,2005,SEX_FMLE,,,,,,,70.8 [70.5-71.2],70.76154975,70.46690176,71.15078803,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
7283661,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,,,,,,,69.7 [68.9-70.5],69.67346734,68.94195456,70.52284428,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7284182,WHOSIS_000001,COUNTRY,MLI,YEAR,AFR,Africa,SEX,2006,SEX_MLE,,,,,,,56.9 [56.1-57.8],56.8537012,56.05070747,57.75689239,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7285303,WHOSIS_000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,2020,SEX_FMLE,,,,,,,77.9 [77.5-78.5],77.92078278,77.47382707,78.45461621,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7289644,WHOSIS_000001,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,2004,SEX_MLE,,,,,,,65.2 [64.6-65.7],65.20292402,64.64043658,65.69953622,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7289742,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,SEX,2020,SEX_MLE,,,,,,,77.4 [77.4-77.5],77.38933622,77.37086239,77.47000102,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7290932,WHOSIS_000001,COUNTRY,TTO,YEAR,AMR,Americas,SEX,2003,SEX_BTSX,,,,,,,71.0 [70.6-71.4],70.96473433,70.58211851,71.35065201,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7291156,WHOSIS_000001,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,2017,SEX_BTSX,,,,,,,78.2 [77.9-78.5],78.16955603,77.86919173,78.53461193,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7291751,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_FMLE,,,,,,,74.7 [74.0-75.5],74.68612033,74.00499082,75.52016257,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7293076,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2005,SEX_FMLE,,,,,,,57.8 [56.9-58.6],57.78088931,56.93780769,58.57546409,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
7295686,WHOSIS_000001,COUNTRY,CRI,YEAR,AMR,Americas,SEX,2003,SEX_FMLE,,,,,,,81.0 [80.9-81.1],81.0153565,80.90716735,81.14351125,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7297980,WHOSIS_000001,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,2017,SEX_MLE,,,,,,,64.0 [63.5-64.5],63.97889237,63.52742804,64.53027748,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7298593,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,2001,SEX_FMLE,,,,,,,79.1 [79.1-79.2],79.11825103,79.08656053,79.20606567,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7300242,WHOSIS_000001,COUNTRY,UKR,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,,,,,,,71.6 [71.5-71.6],71.55330688,71.53279325,71.62755921,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7301081,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,2004,SEX_MLE,,,,,,,52.4 [51.5-53.3],52.37547825,51.45722317,53.2609655,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7302160,WHOSIS_000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,2021,SEX_BTSX,,,,,,,76.4 [76.1-76.9],76.39089034,76.0554475,76.86619111,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7302271,WHOSIS_000001,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2017,SEX_BTSX,,,,,,,82.4 [82.4-82.5],82.38134543,82.37057678,82.45842836,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7303698,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,2017,SEX_BTSX,,,,,,,77.1 [77.0-77.3],77.14980899,77.02924258,77.34121157,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7303759,WHOSIS_000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2006,SEX_BTSX,,,,,,,79.0 [78.9-79.0],78.96689178,78.89531151,79.03847205,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7305186,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,SEX,2009,SEX_BTSX,,,,,,,72.8 [72.4-73.1],72.7546341,72.44496287,73.14541098,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7305585,WHOSIS_000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_MLE,,,,,,,64.0 [63.0-65.2],64.03493417,62.97298253,65.15303715,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7307043,WHOSIS_000001,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,,,,,,,74.7 [74.6-74.8],74.70145984,74.62614003,74.829743,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7308108,WHOSIS_000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2007,SEX_BTSX,,,,,,,59.8 [59.0-60.8],59.82688455,58.98890839,60.82105223,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7308296,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2014,SEX_BTSX,,,,,,,70.2 [69.4-71.0],70.22637913,69.36279057,71.02872561,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
