Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2704322,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,2001,SEX_FMLE,,,,,,,80.4 [80.4-80.5],80.41760358,80.40235016,80.49734608,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2704358,WHOSIS_000001,COUNTRY,URY,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,71.3 [71.2-71.5],71.32479097,71.24701701,71.46974428,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2705750,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2020,SEX_BTSX,,,,,,,74.7 [74.5-74.9],74.69437572,74.45433846,74.94896089,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2706422,WHOSIS_000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2001,SEX_FMLE,,,,,,,53.8 [53.0-54.6],53.81553806,53.02752972,54.62608645,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2706702,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2000,SEX_MLE,,,,,,,76.5 [76.5-76.6],76.52524497,76.45281363,76.59767631,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2707895,WHOSIS_000001,COUNTRY,ERI,YEAR,AFR,Africa,SEX,2016,SEX_BTSX,,,,,,,62.9 [61.9-63.8],62.87736669,61.8586174,63.75988419,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2709109,WHOSIS_000001,COUNTRY,GTM,YEAR,AMR,Americas,SEX,2014,SEX_MLE,,,,,,,69.2 [68.8-69.6],69.20397662,68.83889275,69.5623519,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2709715,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,2009,SEX_FMLE,,,,,,,84.2 [84.2-84.3],84.24225394,84.18003351,84.30447437,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2710794,WHOSIS_000001,COUNTRY,JAM,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,,,,,,,75.3 [74.7-75.9],75.27279037,74.66381378,75.91904362,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2711461,WHOSIS_000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2005,SEX_MLE,,,,,,,78.2 [78.2-78.3],78.23380842,78.21618911,78.32347926,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2714226,WHOSIS_000001,COUNTRY,MDA,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,62.6 [62.4-62.8],62.55311444,62.36420206,62.78838605,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2714730,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2012,SEX_FMLE,,,,,,,80.7 [80.7-80.8],80.69121254,80.67579836,80.77164451,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2714876,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,2013,SEX_BTSX,,,,,,,59.3 [58.4-60.2],59.30998362,58.41333509,60.15071738,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2715006,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,2006,SEX_MLE,,,,,,,63.1 [62.4-63.9],63.11584111,62.41866536,63.92430972,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2715317,WHOSIS_000001,COUNTRY,MLT,YEAR,EUR,Europe,SEX,2018,SEX_FMLE,,,,,,,84.0 [83.9-84.2],84.00690143,83.88051773,84.22394767,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2715410,WHOSIS_000001,COUNTRY,MKD,YEAR,EUR,Europe,SEX,2010,SEX_MLE,,,,,,,72.7 [72.6-72.9],72.71608805,72.59889898,72.89386428,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2716343,WHOSIS_000001,COUNTRY,SSD,YEAR,AFR,Africa,SEX,2007,SEX_MLE,,,,,,,55.3 [54.2-56.8],55.33778183,54.16648644,56.76767991,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2717027,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,2020,SEX_FMLE,,,,,,,75.2 [74.7-75.8],75.21902065,74.67852332,75.84642499,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2718534,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,2009,SEX_BTSX,,,,,,,68.7 [68.2-69.4],68.73125976,68.19024399,69.39755739,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2719012,WHOSIS_000001,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2008,SEX_BTSX,,,,,,,73.2 [73.1-73.4],73.24591413,73.10871774,73.40783707,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2720322,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,,,,,,,80.7 [80.6-80.7],80.68537775,80.62820798,80.74254753,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2721062,WHOSIS_000001,COUNTRY,BRB,YEAR,AMR,Americas,SEX,2017,SEX_FMLE,,,,,,,77.5 [77.1-78.0],77.47053729,77.08922469,77.97505995,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2724704,WHOSIS_000001,COUNTRY,CPV,YEAR,AFR,Africa,SEX,2001,SEX_BTSX,,,,,,,72.0 [71.3-72.7],71.98653007,71.26619593,72.67921005,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2725669,WHOSIS_000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,2001,SEX_MLE,,,,,,,67.7 [67.5-68.0],67.7051675,67.45847593,68.00908465,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2726414,WHOSIS_000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,2018,SEX_MLE,,,,,,,69.3 [68.4-70.1],69.28407249,68.44858602,70.1493109,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2727120,WHOSIS_000001,COUNTRY,VCT,YEAR,AMR,Americas,SEX,2011,SEX_FMLE,,,,,,,75.5 [75.3-75.8],75.51016119,75.29113989,75.79933293,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2727315,WHOSIS_000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2014,SEX_MLE,,,,,,,58.6 [57.7-59.7],58.64003243,57.69164707,59.66439157,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2729665,WHOSIS_000001,COUNTRY,UZB,YEAR,EUR,Europe,SEX,2020,SEX_MLE,,,,,,,69.2 [68.8-69.7],69.23392691,68.76655235,69.73199101,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2730614,WHOSIS_000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2001,SEX_BTSX,,,,,,,75.9 [75.4-76.4],75.85448253,75.38768452,76.41209469,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2731352,WHOSIS_000001,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,2004,SEX_MLE,,,,,,,75.1 [74.9-75.4],75.05390758,74.86553868,75.36491734,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2731476,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,2014,SEX_BTSX,,,,,,,76.6 [76.3-77.0],76.5927032,76.31286256,76.96036594,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2731663,WHOSIS_000001,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,2005,SEX_FMLE,,,,,,,69.7 [69.3-70.2],69.70174942,69.26623541,70.16448912,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2731810,WHOSIS_000001,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_MLE,,,,,,,79.5 [79.4-79.6],79.45472834,79.3504341,79.60902274,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2732335,WHOSIS_000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,2017,SEX_FMLE,,,,,,,70.1 [69.4-71.0],70.11978476,69.35065242,71.00878013,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2733568,WHOSIS_000001,COUNTRY,PRY,YEAR,AMR,Americas,SEX,2010,SEX_BTSX,,,,,,,74.7 [74.2-75.4],74.73073675,74.20684071,75.37457288,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2733776,WHOSIS_000001,REGION,EUR,YEAR,,,SEX,2004,SEX_MLE,,,,,,,69.3 [69.2-69.5],69.29716513,69.19531012,69.47483038,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2734743,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2009,SEX_FMLE,,,,,,,77.9 [77.6-78.2],77.89626536,77.63528899,78.17878797,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2735784,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,SEX,2004,SEX_MLE,,,,,,,62.4 [61.9-63.0],62.38665969,61.94067573,62.99782846,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2736336,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2014,SEX_BTSX,,,,,,,80.8 [80.8-80.9],80.83818972,80.82520631,80.91245209,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2736672,WHOSIS_000001,COUNTRY,CPV,YEAR,AFR,Africa,SEX,2021,SEX_FMLE,,,,,,,77.4 [77.0-78.0],77.44199378,77.0151124,78.0313824,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2737168,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,2013,SEX_BTSX,,,,,,,61.9 [60.8-63.0],61.87769769,60.84570867,63.01443031,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2737292,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,,,,,,,68.8 [68.1-69.7],68.80753873,68.12231305,69.72593377,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2737546,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,,,,,,,80.2 [80.2-80.3],80.20803416,80.15390395,80.34190047,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2738348,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2020,SEX_MLE,,,,,,,64.1 [63.5-64.7],64.06213434,63.47604999,64.7369275,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2738714,WHOSIS_000001,COUNTRY,IRL,YEAR,EUR,Europe,SEX,2019,SEX_MLE,,,,,,,80.3 [80.2-80.4],80.27005664,80.22263021,80.38811949,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2739732,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,2006,SEX_BTSX,,,,,,,71.5 [71.0-72.0],71.48490844,71.00601791,71.99436416,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2739795,WHOSIS_000001,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2006,SEX_BTSX,,,,,,,80.1 [79.7-80.5],80.09096187,79.71240108,80.54882609,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2740433,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,SEX,2014,SEX_FMLE,,,,,,,77.7 [77.5-78.1],77.73606325,77.47288465,78.07441056,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2741493,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,2017,SEX_MLE,,,,,,,65.4 [64.5-66.3],65.35460805,64.47190708,66.27492152,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2743264,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,SEX,2013,SEX_BTSX,,,,,,,80.3 [80.3-80.4],80.30511012,80.29926096,80.37768564,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2744690,WHOSIS_000001,COUNTRY,LCA,YEAR,AMR,Americas,SEX,2002,SEX_MLE,,,,,,,70.4 [70.2-70.7],70.41045416,70.18942024,70.71854045,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2746371,WHOSIS_000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,2008,SEX_BTSX,,,,,,,66.1 [65.3-67.2],66.10814996,65.26337868,67.23021428,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2747161,WHOSIS_000001,COUNTRY,HUN,YEAR,EUR,Europe,SEX,2020,SEX_BTSX,,,,,,,75.8 [75.7-75.9],75.76307465,75.71958087,75.85531105,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2748988,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,2000,SEX_BTSX,,,,,,,63.4 [62.5-64.2],63.35685153,62.51815906,64.22264,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2750141,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,2021,SEX_BTSX,,,,,,,71.4 [70.8-72.0],71.36869906,70.7909773,72.00622874,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2752282,WHOSIS_000001,COUNTRY,COM,YEAR,AFR,Africa,SEX,2007,SEX_FMLE,,,,,,,66.0 [65.2-66.8],65.95256496,65.22545685,66.7989284,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2752331,WHOSIS_000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2017,SEX_MLE,,,,,,,73.8 [73.4-74.3],73.75229171,73.39072045,74.30637048,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2753646,WHOSIS_000001,REGION,EUR,YEAR,,,SEX,2010,SEX_BTSX,,,,,,,75.6 [75.6-75.8],75.62937104,75.55319396,75.78602114,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2754089,WHOSIS_000001,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,2007,SEX_BTSX,,,,,,,71.6 [71.0-72.5],71.60883866,70.95611768,72.515154,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2756581,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2005,SEX_BTSX,,,,,,,70.6 [70.5-70.9],70.64904308,70.47993373,70.93694226,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2756716,WHOSIS_000001,COUNTRY,STP,YEAR,AFR,Africa,SEX,2009,SEX_MLE,,,,,,,67.2 [66.4-67.7],67.15565876,66.44324934,67.7412723,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2757200,WHOSIS_000001,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,70.6 [70.2-71.1],70.58576411,70.16957173,71.09545204,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2757382,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,SEX,2001,SEX_FMLE,,,,,,,55.8 [54.9-56.7],55.77824033,54.91828219,56.69793456,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2758928,WHOSIS_000001,COUNTRY,HND,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,,,,,,,70.5 [70.0-71.0],70.5326339,69.97086609,71.0496546,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2759293,WHOSIS_000001,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,2014,SEX_FMLE,,,,,,,70.2 [69.8-70.7],70.24572796,69.83423822,70.70414722,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2759295,WHOSIS_000001,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,2012,SEX_BTSX,,,,,,,65.5 [64.9-66.3],65.52691412,64.92193549,66.3162784,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2759524,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2011,SEX_MLE,,,,,,,59.9 [59.2-60.6],59.87817372,59.15253441,60.56893384,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2759550,WHOSIS_000001,COUNTRY,NIC,YEAR,AMR,Americas,SEX,2012,SEX_MLE,,,,,,,73.9 [73.6-74.3],73.91540642,73.58250727,74.30464646,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2759835,WHOSIS_000001,COUNTRY,TKM,YEAR,EUR,Europe,SEX,2009,SEX_FMLE,,,,,,,72.1 [71.7-72.5],72.07620966,71.72554707,72.49411401,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2761165,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,2020,SEX_MLE,,,,,,,68.7 [68.1-69.4],68.7445113,68.12045982,69.42147583,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2762637,WHOSIS_000001,COUNTRY,SRB,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,,,,,,,75.2 [75.2-75.3],75.22896744,75.15020652,75.34607116,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2763210,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,2017,SEX_BTSX,,,,,,,79.4 [79.0-80.0],79.35847297,78.98272788,80.01310864,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2764352,WHOSIS_000001,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,2009,SEX_FMLE,,,,,,,72.9 [72.7-73.2],72.92244386,72.69250483,73.20743347,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2764945,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,2009,SEX_MLE,,,,,,,78.8 [78.6-79.1],78.82762517,78.64101901,79.1499511,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2765336,WHOSIS_000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2013,SEX_BTSX,,,,,,,71.3 [70.7-72.0],71.33805685,70.74463727,72.02362168,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2765788,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,2002,SEX_BTSX,,,,,,,59.6 [58.6-60.5],59.58972076,58.61895568,60.46784381,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2766868,WHOSIS_000001,COUNTRY,GNQ,YEAR,AFR,Africa,SEX,2005,SEX_MLE,,,,,,,56.0 [54.4-57.6],55.99837969,54.3828096,57.64909198,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2767319,WHOSIS_000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,2007,SEX_BTSX,,,,,,,80.0 [80.0-80.1],80.04299252,80.01132378,80.1329434,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2767861,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,2001,SEX_BTSX,,,,,,,66.3 [66.1-66.6],66.34541639,66.08052265,66.61481081,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2768081,WHOSIS_000001,COUNTRY,SLE,YEAR,AFR,Africa,SEX,2017,SEX_MLE,,,,,,,58.3 [57.1-59.4],58.32701535,57.06347041,59.4259335,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2768899,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,SEX,2019,SEX_FMLE,,,,,,,83.3 [83.3-83.4],83.33354538,83.31733554,83.40902128,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2769529,WHOSIS_000001,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,SEX,2017,SEX_BTSX,,,,,,,77.0 [76.3-77.8],77.03145853,76.3290136,77.81086758,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2770373,WHOSIS_000001,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,2021,SEX_FMLE,,,,,,,71.5 [70.8-72.2],71.45081969,70.82511857,72.22550754,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2770852,WHOSIS_000001,REGION,EUR,YEAR,,,SEX,2010,SEX_MLE,,,,,,,72.0 [71.9-72.2],72.03999021,71.92927472,72.18510538,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2771034,WHOSIS_000001,COUNTRY,PRI,YEAR,AMR,Americas,SEX,2019,SEX_BTSX,,,,,,,80.5 [80.4-80.7],80.50288098,80.4079652,80.65679245,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2771270,WHOSIS_000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2005,SEX_FMLE,,,,,,,62.5 [62.0-63.2],62.53406826,62.00716944,63.1561866,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2771956,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,2002,SEX_FMLE,,,,,,,81.8 [81.8-81.9],81.82555044,81.82421952,81.89986389,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2773774,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,2007,SEX_FMLE,,,,,,,83.8 [83.7-83.8],83.77726402,83.71158609,83.84294195,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2773798,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2000,SEX_FMLE,,,,,,,81.0 [81.0-81.1],80.96205607,80.9535634,81.05241822,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2774035,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,2002,SEX_BTSX,,,,,,,67.4 [66.8-67.9],67.35830321,66.84151213,67.89852381,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2774851,WHOSIS_000001,COUNTRY,LKA,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,69.1 [69.0-69.3],69.11941478,69.01226644,69.30623704,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2776277,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,2002,SEX_BTSX,,,,,,,53.3 [52.4-54.2],53.2535703,52.4035894,54.21762494,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2776349,WHOSIS_000001,COUNTRY,VCT,YEAR,AMR,Americas,SEX,2018,SEX_FMLE,,,,,,,75.7 [75.4-76.0],75.66784324,75.40723899,76.02661158,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
