SpatialDimType,SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue
COUNTRY,UGA,Africa,2021,Both,65.98577935
COUNTRY,LBY,Eastern Mediterranean,2008,Male,72.62082059
COUNTRY,SYC,Africa,2006,Female,76.48466135
COUNTRY,BEL,Europe,2004,Both,78.79615664
COUNTRY,SDN,Eastern Mediterranean,2009,Both,66.44393468
COUNTRY,DOM,Americas,2010,Female,76.6007899
COUNTRY,SWE,Europe,2003,Female,82.13207854
COUNTRY,PHL,Western Pacific,2013,Male,65.69000898
COUNTRY,NPL,South-East Asia,2004,Male,66.35851539
COUNTRY,TTO,Americas,2014,Male,71.31400746
COUNTRY,JAM,Americas,2012,Male,72.4255194
COUNTRY,CHE,Europe,2003,Both,80.40439825
COUNTRY,RUS,Europe,2006,Both,66.48842347
COUNTRY,SAU,Eastern Mediterranean,2016,Male,76.38082243
COUNTRY,MRT,Africa,2009,Female,67.96508808
COUNTRY,STP,Africa,2008,Female,69.08345471
COUNTRY,AUS,Western Pacific,2010,Female,83.98553754
COUNTRY,UGA,Africa,2020,Male,62.97512029
REGION,EMR,,2005,Both,66.40715771
COUNTRY,DZA,Africa,2011,Both,75.4488721
COUNTRY,LKA,South-East Asia,2006,Male,69.33964765
COUNTRY,SEN,Africa,2015,Female,68.84372018
COUNTRY,BHS,Americas,2021,Both,70.43274063
COUNTRY,FSM,Western Pacific,2006,Both,64.28893329
WORLDBANKINCOMEGROUP,WB_HI,,2011,Both,80.00535625
COUNTRY,MAR,Eastern Mediterranean,2021,Female,73.71494086
COUNTRY,MRT,Africa,2011,Both,68.79857098
COUNTRY,TGO,Africa,2007,Male,55.82325179
COUNTRY,KAZ,Europe,2006,Both,65.42456634
COUNTRY,MWI,Africa,2020,Female,66.28594441
COUNTRY,PSE,Eastern Mediterranean,2021,Both,73.49178033
COUNTRY,GNQ,Africa,2011,Female,59.25388239
COUNTRY,DJI,Eastern Mediterranean,2002,Female,61.2373612
COUNTRY,ESP,Europe,2010,Both,81.693057
COUNTRY,KAZ,Europe,2021,Both,70.27511981
COUNTRY,TON,Western Pacific,2004,Male,68.53536654
COUNTRY,DNK,Europe,2021,Both,81.18400442
WORLDBANKINCOMEGROUP,WB_LI,,2008,Female,61.16326993
COUNTRY,BRB,Americas,2015,Both,76.29023437
COUNTRY,BEL,Europe,2018,Female,83.33902344
COUNTRY,CIV,Africa,2011,Both,57.55420401
REGION,AFR,,2015,Both,62.45046693
COUNTRY,VNM,Western Pacific,2009,Female,76.85553006
COUNTRY,PRK,South-East Asia,2003,Both,69.38323785
WORLDBANKINCOMEGROUP,WB_LMI,,2005,Male,62.7714048
COUNTRY,MEX,Americas,2013,Male,73.27109618
COUNTRY,PRT,Europe,2000,Female,80.07470317
COUNTRY,BLR,Europe,2015,Female,78.75905502
COUNTRY,SLB,Western Pacific,2019,Female,68.28887157
COUNTRY,MNE,Europe,2007,Male,72.15706361
COUNTRY,AFG,Eastern Mediterranean,2002,Female,55.40158557
COUNTRY,GBR,Europe,2001,Male,75.61028417
COUNTRY,ARM,Europe,2018,Female,79.54943252
COUNTRY,ZMB,Africa,2008,Both,55.35570144
COUNTRY,AUT,Europe,2011,Both,80.73795859
COUNTRY,SWE,Europe,2014,Female,83.63062684
COUNTRY,BLR,Europe,2008,Female,76.31027902
COUNTRY,BRA,Americas,2015,Female,78.14284375
COUNTRY,MKD,Europe,2019,Male,76.25125293
COUNTRY,BOL,Americas,2017,Both,72.44784311
COUNTRY,BLZ,Americas,2018,Female,77.26829242
COUNTRY,JPN,Western Pacific,2015,Male,81.09401192
COUNTRY,MWI,Africa,2012,Female,62.13351479
COUNTRY,CIV,Africa,2011,Female,59.82953464
COUNTRY,CHL,Americas,2006,Female,81.15231588
COUNTRY,TZA,Africa,2000,Male,51.77129227
COUNTRY,LUX,Europe,2012,Male,79.4482275
COUNTRY,PSE,Eastern Mediterranean,2012,Female,75.45180966
WORLDBANKINCOMEGROUP,WB_UMI,,2002,Male,67.35255041
COUNTRY,LBN,Eastern Mediterranean,2003,Male,75.42308487
COUNTRY,SDN,Eastern Mediterranean,2003,Female,65.09732041
COUNTRY,AUS,Western Pacific,2014,Female,84.21590932
COUNTRY,MLT,Europe,2002,Female,80.49177422
COUNTRY,SVN,Europe,2004,Female,80.5658608
COUNTRY,LBY,Eastern Mediterranean,2007,Male,73.02743847
COUNTRY,NPL,South-East Asia,2006,Both,68.54567896
COUNTRY,MAR,Eastern Mediterranean,2018,Female,74.46481202
COUNTRY,THA,South-East Asia,2008,Male,71.3096645
COUNTRY,ARE,Eastern Mediterranean,2011,Female,80.93077132
COUNTRY,JPN,Western Pacific,2009,Female,86.29111173
COUNTRY,SWE,Europe,2015,Female,83.49809484
COUNTRY,BIH,Europe,2021,Female,77.19796586
COUNTRY,KEN,Africa,2001,Female,55.4471532
COUNTRY,KEN,Africa,2003,Both,54.91168271
COUNTRY,SWE,Europe,2007,Both,80.77300072
COUNTRY,CHE,Europe,2018,Both,83.28963498
COUNTRY,BFA,Africa,2021,Female,64.64478922
COUNTRY,PRT,Europe,2008,Female,82.25386817
REGION,WPR,,2009,Male,72.04215971
COUNTRY,KIR,Western Pacific,2015,Female,64.89414869
COUNTRY,LVA,Europe,2014,Male,69.26903836
COUNTRY,USA,Americas,2019,Female,80.98396342
COUNTRY,ISL,Europe,2021,Both,82.57766731
COUNTRY,ROU,Europe,2020,Both,74.09623224
COUNTRY,NOR,Europe,2011,Male,78.87452168
COUNTRY,BHR,Eastern Mediterranean,2003,Both,70.65076259
COUNTRY,BRN,Western Pacific,2021,Male,75.33717722
COUNTRY,MUS,Africa,2011,Male,70.13577281
COUNTRY,MYS,Western Pacific,2020,Both,76.78965822
COUNTRY,BFA,Africa,2019,Male,60.07525883
COUNTRY,ECU,Americas,2006,Female,77.17805591
COUNTRY,MOZ,Africa,2008,Both,53.06339796
COUNTRY,LKA,South-East Asia,2017,Both,76.91196371
COUNTRY,HTI,Americas,2001,Both,57.13290254
COUNTRY,ERI,Africa,2019,Male,61.00063353
COUNTRY,TON,Western Pacific,2010,Female,74.95696121
COUNTRY,KGZ,Europe,2002,Male,62.92918044
COUNTRY,TGO,Africa,2004,Both,56.74808404
COUNTRY,DNK,Europe,2018,Both,80.82345271
COUNTRY,LBR,Africa,2012,Female,61.58182963
COUNTRY,CPV,Africa,2018,Male,69.51127652
COUNTRY,BRA,Americas,2013,Both,74.42169527
COUNTRY,PNG,Western Pacific,2003,Both,63.55882521
REGION,WPR,,2016,Female,80.37721606
COUNTRY,MLT,Europe,2003,Male,76.45656766
WORLDBANKINCOMEGROUP,WB_UMI,,2002,Both,70.1811273
COUNTRY,LCA,Americas,2011,Both,76.24846107
COUNTRY,BEL,Europe,2017,Male,78.90220538
COUNTRY,SUR,Americas,2003,Both,70.50252643
COUNTRY,TGO,Africa,2015,Male,59.17856713
COUNTRY,THA,South-East Asia,2006,Female,76.78701352
COUNTRY,WSM,Western Pacific,2005,Male,68.53800106
COUNTRY,MDG,Africa,2004,Both,60.11149963
COUNTRY,PRI,Americas,2019,Male,76.85974899
REGION,SEAR,,2021,Both,68.36682977
COUNTRY,LBN,Eastern Mediterranean,2004,Female,78.54957849
COUNTRY,NGA,Africa,2017,Female,63.85902128
COUNTRY,ZWE,Africa,2015,Both,57.4934476
COUNTRY,OMN,Eastern Mediterranean,2018,Both,74.96470035
COUNTRY,MLT,Europe,2000,Male,75.49146771
COUNTRY,TLS,South-East Asia,2012,Male,66.21140325
COUNTRY,MKD,Europe,2001,Male,70.75399529
COUNTRY,PRK,South-East Asia,2000,Female,64.98471989
COUNTRY,RUS,Europe,2002,Female,71.82480994
COUNTRY,SWE,Europe,2018,Male,80.6115298
COUNTRY,FJI,Western Pacific,2004,Both,67.12182465
REGION,SEAR,,2010,Female,70.18415954
COUNTRY,BDI,Africa,2003,Female,50.52706658
COUNTRY,NPL,South-East Asia,2011,Both,69.60828031
COUNTRY,GRD,Americas,2014,Male,70.09558343
COUNTRY,SOM,Eastern Mediterranean,2003,Male,47.37228411
COUNTRY,TLS,South-East Asia,2017,Male,66.77045129
COUNTRY,LTU,Europe,2018,Female,80.42896156
COUNTRY,COG,Africa,2018,Female,63.39723103
COUNTRY,VCT,Americas,2005,Female,75.11331378
COUNTRY,AUT,Europe,2016,Both,81.38820091
COUNTRY,UGA,Africa,2007,Both,56.83050321
COUNTRY,GIN,Africa,2004,Both,56.03427492
COUNTRY,ESP,Europe,2016,Female,85.35675646
COUNTRY,MOZ,Africa,2003,Female,53.76343662
COUNTRY,KIR,Western Pacific,2019,Male,58.90203138
COUNTRY,NGA,Africa,2014,Both,61.37523759
COUNTRY,GAB,Africa,2009,Female,63.06385407
COUNTRY,TON,Western Pacific,2003,Both,71.25830559
COUNTRY,MMR,South-East Asia,2008,Both,56.90830711
COUNTRY,MMR,South-East Asia,2012,Male,62.74690168
COUNTRY,CHN,Western Pacific,2018,Female,80.21740435
COUNTRY,MLI,Africa,2004,Both,55.6927022
COUNTRY,IRN,Eastern Mediterranean,2003,Both,73.34953209
COUNTRY,CUB,Americas,2007,Male,76.18265784
COUNTRY,AGO,Africa,2015,Male,59.10065943
COUNTRY,TUN,Eastern Mediterranean,2008,Female,78.46289466
COUNTRY,HUN,Europe,2011,Male,71.12217294
COUNTRY,CYP,Europe,2013,Male,79.75402871
COUNTRY,TUR,Europe,2016,Female,79.27209558
COUNTRY,CMR,Africa,2019,Female,64.05693974
COUNTRY,JAM,Americas,2004,Both,73.7183442
COUNTRY,LTU,Europe,2004,Female,77.5614212
COUNTRY,BDI,Africa,2013,Female,63.47268266
COUNTRY,BIH,Europe,2005,Female,79.530679
COUNTRY,BHS,Americas,2019,Male,68.08192587
COUNTRY,SYC,Africa,2005,Male,68.25362023
COUNTRY,ROU,Europe,2006,Female,76.07086481
COUNTRY,MKD,Europe,2013,Male,73.35474327
COUNTRY,GNQ,Africa,2012,Female,60.16509036
COUNTRY,BHR,Eastern Mediterranean,2017,Both,75.71095601
REGION,AMR,,2015,Both,76.79070798
COUNTRY,MRT,Africa,2016,Both,69.65770027
COUNTRY,MWI,Africa,2018,Female,65.81692003
COUNTRY,TUR,Europe,2006,Female,80.1140357
COUNTRY,GRC,Europe,2018,Male,78.86212624
COUNTRY,PAK,Eastern Mediterranean,2014,Male,64.60239791
COUNTRY,CMR,Africa,2013,Female,60.06643562
WORLDBANKINCOMEGROUP,WB_HI,,2020,Female,82.58365002
COUNTRY,SAU,Eastern Mediterranean,2003,Female,72.59924407
COUNTRY,HUN,Europe,2006,Both,73.37194198
COUNTRY,DJI,Eastern Mediterranean,2016,Male,62.71140369
COUNTRY,RWA,Africa,2019,Both,67.75562916
COUNTRY,MWI,Africa,2016,Both,62.19781015
COUNTRY,LCA,Americas,2015,Female,80.08038622
COUNTRY,EGY,Eastern Mediterranean,2010,Both,69.83444177
COUNTRY,AUT,Europe,2003,Both,78.62740132
COUNTRY,SOM,Eastern Mediterranean,2000,Both,49.28203144
COUNTRY,BHS,Americas,2002,Both,71.58107452
COUNTRY,CHE,Europe,2015,Female,84.49934449
COUNTRY,FJI,Western Pacific,2011,Both,67.39745191
COUNTRY,HTI,Americas,2020,Both,63.41051389
COUNTRY,HND,Americas,2001,Both,69.91583233
COUNTRY,MDV,South-East Asia,2019,Female,76.85564291
COUNTRY,STP,Africa,2020,Male,69.52207593
COUNTRY,CHN,Western Pacific,2015,Male,73.67235597
COUNTRY,GRC,Europe,2006,Female,82.18151366
COUNTRY,NAM,Africa,2002,Female,53.4418369
COUNTRY,GAB,Africa,2014,Male,61.29616305
COUNTRY,GMB,Africa,2004,Male,58.4357876
COUNTRY,BFA,Africa,2020,Both,62.92621842
COUNTRY,CUB,Americas,2002,Female,79.89182538
COUNTRY,URY,Americas,2012,Female,80.31962568
COUNTRY,FIN,Europe,2008,Male,76.34456527
COUNTRY,SUR,Americas,2008,Female,75.30819468
COUNTRY,TZA,Africa,2004,Both,55.69111865
COUNTRY,GIN,Africa,2020,Female,62.53887597
COUNTRY,ISR,Europe,2012,Female,83.32770063
COUNTRY,SLV,Americas,2008,Female,78.49510798
COUNTRY,VEN,Americas,2012,Female,78.959215
COUNTRY,GNQ,Africa,2013,Both,60.96850359
COUNTRY,MRT,Africa,2010,Male,68.66688471
COUNTRY,UZB,Europe,2013,Male,66.07734714
COUNTRY,MMR,South-East Asia,2018,Male,65.45431478
COUNTRY,VEN,Americas,2000,Male,70.60510194
COUNTRY,LBY,Eastern Mediterranean,2006,Both,74.61102298
COUNTRY,UZB,Europe,2019,Female,74.28109295
COUNTRY,NIC,Americas,2020,Female,78.45328612
COUNTRY,CRI,Americas,2019,Female,82.7107149
COUNTRY,PER,Americas,2004,Both,76.9955842
COUNTRY,GHA,Africa,2017,Both,65.08594377
COUNTRY,LBR,Africa,2004,Both,56.44158136
COUNTRY,IRL,Europe,2017,Female,83.34781302
COUNTRY,BWA,Africa,2003,Male,46.84256405
COUNTRY,TGO,Africa,2018,Male,60.58271115
COUNTRY,GHA,Africa,2009,Male,59.39573051
COUNTRY,IRN,Eastern Mediterranean,2017,Male,76.07240319
COUNTRY,KHM,Western Pacific,2010,Female,69.49337027
COUNTRY,AUS,Western Pacific,2019,Male,80.72082576
COUNTRY,SWE,Europe,2017,Female,83.64353349
COUNTRY,TKM,Europe,2010,Female,72.72554109
REGION,EMR,,2016,Male,67.55741192
COUNTRY,MYS,Western Pacific,2013,Female,76.73920706
COUNTRY,RWA,Africa,2011,Male,63.05646243
COUNTRY,VUT,Western Pacific,2010,Both,66.08385743
COUNTRY,HRV,Europe,2007,Female,79.43382037
COUNTRY,TZA,Africa,2014,Male,63.15051286
COUNTRY,GTM,Americas,2017,Female,75.34828942
COUNTRY,BIH,Europe,2020,Both,75.70792926
COUNTRY,LBR,Africa,2004,Male,56.04859867
COUNTRY,ZAF,Africa,2015,Both,63.26267522
COUNTRY,DOM,Americas,2008,Both,73.27970118
COUNTRY,COL,Americas,2008,Female,78.40495579
COUNTRY,COD,Africa,2009,Female,58.43982018
COUNTRY,MRT,Africa,2011,Female,68.70276214
REGION,AMR,,2005,Male,72.52920215
COUNTRY,MLI,Africa,2015,Male,59.6245109
COUNTRY,TGO,Africa,2014,Male,58.73253843
COUNTRY,SUR,Americas,2017,Both,73.2092718
COUNTRY,EST,Europe,2000,Both,70.96926531
COUNTRY,COD,Africa,2007,Both,55.97784827
COUNTRY,QAT,Eastern Mediterranean,2017,Female,79.44443214
COUNTRY,JAM,Americas,2017,Both,72.33086714
COUNTRY,BRA,Americas,2016,Both,74.56188231
COUNTRY,MRT,Africa,2002,Both,64.15779119
COUNTRY,BRB,Americas,2005,Both,74.96322109
COUNTRY,TJK,Europe,2021,Male,70.17277981
COUNTRY,TCD,Africa,2002,Both,51.79475115
COUNTRY,NIC,Americas,2002,Female,78.72595348
COUNTRY,ARE,Eastern Mediterranean,2015,Female,81.49214227
COUNTRY,MYS,Western Pacific,2020,Male,75.49789046
COUNTRY,KIR,Western Pacific,2019,Female,65.3155931
WORLDBANKINCOMEGROUP,WB_HI,,2006,Both,78.9430904
COUNTRY,GEO,Europe,2009,Both,71.32156688
COUNTRY,LBN,Eastern Mediterranean,2018,Female,81.50627123
COUNTRY,BEL,Europe,2004,Male,75.94188349
COUNTRY,SSD,Africa,2011,Both,58.95406766
COUNTRY,CHE,Europe,2002,Both,80.41025592
COUNTRY,UGA,Africa,2010,Male,57.37071319
COUNTRY,KGZ,Europe,2008,Female,72.32402146
COUNTRY,SGP,Western Pacific,2004,Both,80.33727579
COUNTRY,LBN,Eastern Mediterranean,2019,Both,79.28679608
COUNTRY,SAU,Eastern Mediterranean,2018,Both,76.81092084
REGION,AMR,,2013,Female,79.42444218
COUNTRY,STP,Africa,2001,Female,64.61750472
COUNTRY,TUN,Eastern Mediterranean,2002,Male,72.27396304
COUNTRY,BFA,Africa,2014,Male,57.95914275
COUNTRY,CZE,Europe,2015,Both,78.48257933
COUNTRY,TUR,Europe,2003,Female,78.996422
COUNTRY,MRT,Africa,2021,Both,68.86843813
COUNTRY,ZAF,Africa,2007,Male,50.95656086
COUNTRY,TGO,Africa,2014,Female,63.7157013
COUNTRY,CIV,Africa,2017,Both,62.27592918
COUNTRY,ZMB,Africa,2013,Both,59.35535185
COUNTRY,EST,Europe,2011,Both,76.28720152
COUNTRY,AUS,Western Pacific,2011,Female,83.95287933
COUNTRY,GTM,Americas,2016,Female,74.93960817
COUNTRY,MDA,Europe,2014,Both,71.10984715
COUNTRY,LBR,Africa,2017,Both,62.62958569
WORLDBANKINCOMEGROUP,WB_LI,,2018,Female,65.93984726
COUNTRY,ZWE,Africa,2005,Female,46.22328349
COUNTRY,GUY,Americas,2018,Both,68.74661773
COUNTRY,SLE,Africa,2003,Both,51.5179057
COUNTRY,RWA,Africa,2011,Female,66.80624487
COUNTRY,HND,Americas,2009,Female,71.93155549
COUNTRY,GTM,Americas,2007,Male,67.65040076
COUNTRY,COG,Africa,2019,Male,62.42600872
COUNTRY,BTN,South-East Asia,2013,Female,73.87147703
COUNTRY,GHA,Africa,2002,Female,60.7679138
COUNTRY,GNB,Africa,2005,Both,52.21818539
COUNTRY,VCT,Americas,2002,Female,74.4954864
COUNTRY,CZE,Europe,2005,Male,72.84117478
COUNTRY,PAK,Eastern Mediterranean,2013,Female,65.931458
COUNTRY,TGO,Africa,2016,Female,64.63397848
COUNTRY,BLR,Europe,2007,Male,64.51369493
COUNTRY,IRL,Europe,2003,Male,75.64778489
COUNTRY,POL,Europe,2017,Male,73.7301524
COUNTRY,SOM,Eastern Mediterranean,2005,Male,47.68505982
COUNTRY,YEM,Eastern Mediterranean,2010,Both,67.95702862
COUNTRY,KGZ,Europe,2012,Female,73.94245978
WORLDBANKINCOMEGROUP,WB_LI,,2000,Female,55.1436987
COUNTRY,BLZ,Americas,2010,Both,73.60567774
COUNTRY,MOZ,Africa,2007,Both,52.58518387
COUNTRY,GAB,Africa,2000,Female,59.45997696
WORLDBANKINCOMEGROUP,WB_HI,,2016,Male,78.10185153
COUNTRY,JAM,Americas,2006,Male,72.49152126
COUNTRY,AUS,Western Pacific,2018,Female,84.8774952
COUNTRY,SYC,Africa,2011,Male,70.04561845
COUNTRY,PRT,Europe,2007,Both,78.95554595
GLOBAL,GLOBAL,,2013,Female,74.31729963
COUNTRY,BLZ,Americas,2012,Male,71.65643891
COUNTRY,MLT,Europe,2009,Male,77.90881087
COUNTRY,THA,South-East Asia,2003,Female,75.6846945
COUNTRY,COL,Americas,2020,Female,79.28292183
COUNTRY,YEM,Eastern Mediterranean,2020,Female,69.4401025
COUNTRY,AUT,Europe,2001,Both,78.64264138
COUNTRY,ROU,Europe,2013,Female,78.50389882
COUNTRY,LBY,Eastern Mediterranean,2014,Both,72.6011445
COUNTRY,MWI,Africa,2004,Both,48.06087588
COUNTRY,CHE,Europe,2011,Both,82.36855875
COUNTRY,LCA,Americas,2021,Male,68.00482152
COUNTRY,COD,Africa,2020,Both,62.03594732
COUNTRY,HND,Americas,2021,Male,67.43758929
REGION,AMR,,2018,Male,74.29790567
COUNTRY,TUN,Eastern Mediterranean,2010,Male,73.86281595
COUNTRY,KGZ,Europe,2014,Male,66.9780956
COUNTRY,ESP,Europe,2020,Female,84.51405232
COUNTRY,MDA,Europe,2017,Male,68.95306446
COUNTRY,PRT,Europe,2006,Female,82.11126023
COUNTRY,YEM,Eastern Mediterranean,2011,Both,68.13030665
COUNTRY,AUT,Europe,2009,Female,82.69916749
COUNTRY,TUN,Eastern Mediterranean,2013,Male,74.24376049
COUNTRY,STP,Africa,2003,Male,64.31766344
COUNTRY,ETH,Africa,2016,Female,69.32318048
COUNTRY,TON,Western Pacific,2005,Male,69.3456838
COUNTRY,DJI,Eastern Mediterranean,2003,Female,61.34380604
COUNTRY,LVA,Europe,2017,Male,70.09862456
COUNTRY,TON,Western Pacific,2019,Male,70.37704437
COUNTRY,TUN,Eastern Mediterranean,2010,Both,76.21500138
COUNTRY,TZA,Africa,2010,Female,62.94732815
COUNTRY,GUY,Americas,2002,Male,61.75356693
COUNTRY,BLR,Europe,2012,Male,66.55425585
COUNTRY,MDA,Europe,2013,Female,75.25466273
COUNTRY,STP,Africa,2002,Both,64.65366231
COUNTRY,COM,Africa,2000,Both,62.03733666
COUNTRY,MAR,Eastern Mediterranean,2001,Both,70.45857649
COUNTRY,PRK,South-East Asia,2004,Female,72.14191029
COUNTRY,CAN,Americas,2008,Male,78.36152861
COUNTRY,DJI,Eastern Mediterranean,2019,Both,65.43875202
COUNTRY,GRC,Europe,2009,Female,82.60419696
COUNTRY,BGD,South-East Asia,2007,Female,70.61265397
COUNTRY,PRT,Europe,2003,Female,80.50943334
COUNTRY,BRA,Americas,2004,Male,69.07800018
COUNTRY,NGA,Africa,2008,Both,58.74901559
COUNTRY,IRL,Europe,2008,Male,77.36508269
COUNTRY,BLZ,Americas,2002,Both,71.34369042
COUNTRY,COD,Africa,2004,Both,54.34409074
COUNTRY,EGY,Eastern Mediterranean,2017,Both,71.25138812
COUNTRY,BEN,Africa,2012,Both,61.81459199
COUNTRY,EGY,Eastern Mediterranean,2020,Both,70.12068297
COUNTRY,BEL,Europe,2007,Female,82.13568021
COUNTRY,FRA,Europe,2003,Both,79.09102734
COUNTRY,HRV,Europe,2019,Male,75.58179922
COUNTRY,BGR,Europe,2011,Both,74.07018001
COUNTRY,UKR,Europe,2000,Female,73.25484021
REGION,AFR,,2005,Female,56.91966948
COUNTRY,ARG,Americas,2007,Female,78.43677381
COUNTRY,AUT,Europe,2021,Male,78.65945841
COUNTRY,CZE,Europe,2007,Male,73.68560062
WORLDBANKINCOMEGROUP,WB_LMI,,2002,Female,65.04242739
COUNTRY,FRA,Europe,2013,Female,84.71893998
COUNTRY,ETH,Africa,2021,Male,65.9619146
COUNTRY,BEN,Africa,2001,Male,55.71677393
COUNTRY,PRK,South-East Asia,2008,Female,72.4998106
COUNTRY,MEX,Americas,2021,Both,70.83258685
COUNTRY,SLV,Americas,2020,Both,72.06392712
COUNTRY,ECU,Americas,2007,Both,74.34691701
COUNTRY,BHR,Eastern Mediterranean,2010,Male,73.0372115
COUNTRY,AZE,Europe,2015,Female,75.53887692
REGION,EUR,,2005,Female,77.48219457
REGION,AMR,,2005,Both,75.28865511
COUNTRY,FJI,Western Pacific,2010,Both,67.3135839
COUNTRY,ESP,Europe,2011,Female,84.62137659
COUNTRY,BLZ,Americas,2016,Both,74.39638983
COUNTRY,LBY,Eastern Mediterranean,2015,Female,75.26455363
COUNTRY,KHM,Western Pacific,2011,Female,69.99260806
COUNTRY,TGO,Africa,2004,Male,54.91281931
COUNTRY,BRA,Americas,2014,Female,78.14548496
REGION,EMR,,2000,Female,66.85629378
COUNTRY,LUX,Europe,2002,Both,78.80641336
COUNTRY,GMB,Africa,2000,Female,61.15589022
COUNTRY,CYP,Europe,2000,Female,81.02954203
COUNTRY,CRI,Americas,2013,Both,80.59788537
COUNTRY,CAF,Africa,2004,Male,44.67322765
COUNTRY,MDG,Africa,2011,Both,62.75965875
COUNTRY,HTI,Americas,2011,Female,61.03766366
COUNTRY,DNK,Europe,2002,Female,79.13364779
COUNTRY,LAO,Western Pacific,2012,Female,67.90190055
REGION,WPR,,2002,Female,75.46676674
COUNTRY,MLT,Europe,2006,Male,77.08584081
COUNTRY,NER,Africa,2006,Both,55.74288168
COUNTRY,BOL,Americas,2002,Both,67.18430642
COUNTRY,TUN,Eastern Mediterranean,2006,Male,73.14911353
COUNTRY,SGP,Western Pacific,2018,Both,83.50811882
COUNTRY,BTN,South-East Asia,2009,Male,70.30226505
COUNTRY,SUR,Americas,2011,Female,76.22920257
COUNTRY,THA,South-East Asia,2015,Both,76.97043175
COUNTRY,ITA,Europe,2016,Both,82.86744999
COUNTRY,MYS,Western Pacific,2019,Female,76.98993328
COUNTRY,CMR,Africa,2001,Male,51.64698056
COUNTRY,MOZ,Africa,2020,Male,55.54599774
COUNTRY,MOZ,Africa,2017,Female,60.53843597
COUNTRY,MMR,South-East Asia,2016,Both,67.8624826
COUNTRY,LKA,South-East Asia,2017,Female,79.86196019
COUNTRY,ERI,Africa,2015,Female,65.46309637
COUNTRY,IND,South-East Asia,2021,Male,65.77192893
COUNTRY,NGA,Africa,2013,Female,62.62159875
COUNTRY,BEL,Europe,2005,Female,81.54418436
COUNTRY,BIH,Europe,2009,Female,79.46324968
COUNTRY,CUB,Americas,2012,Female,80.54376163
COUNTRY,PAN,Americas,2006,Female,79.74483575
COUNTRY,CHE,Europe,2016,Female,84.81955477
COUNTRY,RUS,Europe,2017,Female,77.45199171
COUNTRY,ZAF,Africa,2006,Both,52.10797353
COUNTRY,NIC,Americas,2008,Female,79.14727558
COUNTRY,SYC,Africa,2018,Both,73.08090426
COUNTRY,IDN,South-East Asia,2010,Male,67.54348863
COUNTRY,PRT,Europe,2002,Both,77.14647451
COUNTRY,BGR,Europe,2005,Male,68.93943085
COUNTRY,BRA,Americas,2002,Both,72.03662703
WORLDBANKINCOMEGROUP,WB_LMI,,2018,Male,67.43947437
COUNTRY,RUS,Europe,2016,Male,66.25089592
COUNTRY,SGP,Western Pacific,2009,Female,83.82257476
COUNTRY,BLR,Europe,2020,Male,67.78434164
COUNTRY,IND,South-East Asia,2002,Female,65.36867292
COUNTRY,NOR,Europe,2011,Both,80.96925391
COUNTRY,ARE,Eastern Mediterranean,2021,Both,78.30645695
COUNTRY,VEN,Americas,2016,Male,67.93399784
COUNTRY,CHE,Europe,2007,Female,83.75730908
COUNTRY,SWZ,Africa,2011,Male,45.4465665
COUNTRY,JOR,Eastern Mediterranean,2013,Female,77.94628268
COUNTRY,PSE,Eastern Mediterranean,2005,Female,73.93297679
WORLDBANKINCOMEGROUP,WB_HI,,2009,Male,76.87356743
COUNTRY,DJI,Eastern Mediterranean,2019,Male,63.63353793
COUNTRY,COM,Africa,2007,Both,64.77430676
COUNTRY,ZMB,Africa,2001,Female,45.63073339
COUNTRY,TLS,South-East Asia,2003,Male,63.90422148
COUNTRY,CHL,Americas,2018,Male,78.56749552
COUNTRY,MMR,South-East Asia,2016,Male,64.7503137
COUNTRY,DNK,Europe,2003,Both,77.31785032
COUNTRY,BFA,Africa,2018,Male,59.90986612
REGION,WPR,,2019,Male,74.51331437
COUNTRY,BRB,Americas,2008,Female,77.15166295
COUNTRY,SEN,Africa,2007,Both,63.89029063
COUNTRY,LTU,Europe,2012,Male,68.31009117
COUNTRY,NER,Africa,2001,Male,50.44351378
COUNTRY,GNB,Africa,2008,Both,54.20231863
REGION,AMR,,2015,Female,79.46168065
COUNTRY,QAT,Eastern Mediterranean,2003,Male,69.5718869
COUNTRY,SLE,Africa,2007,Male,51.90903253
COUNTRY,TCD,Africa,2021,Male,57.53495751
REGION,EUR,,2003,Male,68.79731944
COUNTRY,LAO,Western Pacific,2020,Both,68.74340275
COUNTRY,GNB,Africa,2017,Both,58.3521892
COUNTRY,NPL,South-East Asia,2008,Both,69.03486842
COUNTRY,SAU,Eastern Mediterranean,2001,Female,72.13742303
COUNTRY,WSM,Western Pacific,2018,Female,71.41404909
COUNTRY,BEN,Africa,2019,Male,61.76220363
COUNTRY,LTU,Europe,2020,Both,74.89538008
COUNTRY,UZB,Europe,2004,Female,66.02250258
COUNTRY,SYR,Eastern Mediterranean,2016,Both,60.12484476
COUNTRY,STP,Africa,2011,Male,67.95140607
COUNTRY,CUB,Americas,2002,Male,75.70160313
WORLDBANKINCOMEGROUP,WB_LMI,,2017,Male,67.20327507
COUNTRY,PAK,Eastern Mediterranean,2002,Female,62.45506384
COUNTRY,SYR,Eastern Mediterranean,2017,Both,59.23626681
COUNTRY,MRT,Africa,2020,Male,68.23485472
COUNTRY,HRV,Europe,2002,Female,78.6021242
